tramite_tipo,tramite_fecha,fecha_inscripcion_inicial,registro_seccional_codigo,registro_seccional_descripcion,registro_seccional_provincia,automotor_origen,automotor_anio_modelo,automotor_tipo_codigo,automotor_tipo_descripcion,automotor_marca_codigo,automotor_marca_descripcion,automotor_modelo_codigo,automotor_modelo_descripcion,automotor_uso_codigo,automotor_uso_descripcion,titular_tipo_persona,titular_domicilio_localidad,titular_domicilio_provincia,titular_genero,titular_anio_nacimiento,titular_pais_nacimiento,titular_porcentaje_titularidad,titular_domicilio_provincia_id,titular_pais_nacimiento_id
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-19 00:00:00,2004-11-02 00:00:00,1029,ESTEBAN ECHEVERRIA Nº 1,Buenos Aires,Nacional,1029,20,PICK-UP,1029,FORD,1029,RANGER DC 4X4 XL PLUS 2.8L D,1029,Privado,Física,LUIS GUILLON,BUENOS AIRES,Masculino,1029,ARGENTINA,1029,1029,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-14 00:00:00,2008-04-10 00:00:00,13031,MAIPU Nº 1- MENDOZA,Mendoza,Nacional,13031,20,PICK-UP,13031,FORD,13031,RANGER CS 4X2 F-TRUCK 3.0 L D,13031,Privado,Física,GENERAL GUTIÉRREZ,MENDOZA,Masculino,13031,ARGENTINA,13031,13031,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-31 00:00:00,2014-01-17 00:00:00,13030,MENDOZA Nº 18,Mendoza,Nacional,13030,20,PICK-UP,13030,VOLKSWAGEN,13030,AMAROK 2.0L TDI 180 CV 4X2 217,13030,Privado,Física,VILLA NUEVA,MENDOZA,Femenino,13030,ARGENTINA,13030,13030,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-03 00:00:00,2011-09-21 00:00:00,19003,SAN LUIS Nº 1,San Luis,Nacional,19003,20,PICK-UP,19003,VOLKSWAGEN,19003,AMAROK 2.0L TDI 4X4 4T4,19003,Privado,Física,LOS MOLLES,SAN LUIS,Masculino,19003,ARGENTINA,19003,19003,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-04 00:00:00,2012-10-23 00:00:00,1221,PILAR Nº 2,Buenos Aires,Nacional,1221,20,PICK-UP,1221,FORD,1221,RANGER2 DC 4X4 LTD MT 3.2L D,1221,Privado,Física,PILAR,BUENOS AIRES,Masculino,1221,ARGENTINA,1221,1221,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-20 00:00:00,2007-02-08 00:00:00,1226,LA MATANZA Nº 09,Buenos Aires,Nacional,1226,20,PICK-UP,1226,FORD,1226,RANGER DC 4X2 XL PLUS 3.0 D,1226,Privado,Física,GONZALEZ CATAN,BUENOS AIRES,No identificado,1226,ARGENTINA,1226,1226,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-31 00:00:00,2017-09-20 00:00:00,1234,ADROGUE Nº 4,Buenos Aires,Nacional,1234,20,PICK-UP,1234,TOYOTA,1234,HILUX 4X2 C/S DX 2.4 TDI 6 M/T,1234,Privado,Física,CLAYPOLE,BUENOS AIRES,Masculino,1234,ARGENTINA,1234,1234,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-31 00:00:00,2021-10-15 00:00:00,1282,LOMAS DE ZAMORA Nº 9,Buenos Aires,Nacional,1282,20,PICK-UP,1282,VOLKSWAGEN,1282,AMAROK DC V6 EXTREME 3.0L 258 CV TDI 4X4 AT,1282,Privado,Física,TEMPERLEY,BUENOS AIRES,Masculino,1282,ARGENTINA,1282,1282,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-04 00:00:00,2016-02-05 00:00:00,1226,LA MATANZA Nº 09,Buenos Aires,Nacional,1226,20,PICK-UP,1226,VOLKSWAGEN,1226,AMAROK 2.0L TDI 180 CV 4X4 536,1226,Privado,Física,VIRREY DEL PINO,BUENOS AIRES,Femenino,1226,PARAGUAY,1226,1226,PRY
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-04 00:00:00,1994-07-25 00:00:00,1221,PILAR Nº 2,Buenos Aires,Nacional,1221,20,PICK-UP,1221,FORD,1221,F-100,1221,Privado,Física,PILAR,BUENOS AIRES,Masculino,1221,ARGENTINA,1221,1221,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-14 00:00:00,2013-08-15 00:00:00,1204,MALVINAS ARGENTINAS Nº 2 (EX. SAN MIGUEL NRO. 5),Buenos Aires,Nacional,1204,20,PICK-UP,1204,FORD,1204,RANGER2 DC 4X4 XLT 3.2L D,1204,Privado,Física,INGENIERO ADOLFO SOURDEAUX,BUENOS AIRES,Masculino,1204,ARGENTINA,1204,1204,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-14 00:00:00,2016-07-15 00:00:00,1226,LA MATANZA Nº 09,Buenos Aires,Nacional,1226,20,PICK-UP,1226,VOLKSWAGEN,1226,AMAROK 2.0L TDI 180 CV 4X2 554,1226,Privado,Física,GONZÁLEZ CATÁN,BUENOS AIRES,Masculino,1226,ARGENTINA,1226,1226,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-10 00:00:00,2004-07-22 00:00:00,1236,OLIVOS Nº 09,Buenos Aires,Nacional,1236,20,PICK-UP,1236,FORD,1236,RANGER XL R/C 4X4 2.8L D,1236,Privado,Física,VILLA MARTELLI,BUENOS AIRES,No identificado,1236,ARGENTINA,1236,1236,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-19 00:00:00,1994-08-31 00:00:00,2012,CAPITAL FEDERAL Nº 012,Ciudad Autónoma de Bs.As.,Nacional,2012,20,PICK-UP,2012,FORD,2012,F100 DSL,2012,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,2012,ARGENTINA,2012,2012,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-17 00:00:00,1982-10-15 00:00:00,1234,ADROGUE Nº 4,Buenos Aires,Nacional,1234,20,PICK-UP,1234,FORD,1234,F-100,1234,Privado,Física,C.AUTONOMA DE BS.AS,BUENOS AIRES,Femenino,1234,ARGENTINA,1234,1234,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-31 00:00:00,2003-12-22 00:00:00,2012,CAPITAL FEDERAL Nº 012,Ciudad Autónoma de Bs.As.,Nacional,2012,20,PICK-UP,2012,FORD,2012,RANGER XL C/C 4X2 2.8L D,2012,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,2012,ARGENTINA,2012,2012,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-06 00:00:00,2014-08-12 00:00:00,1299,MAR DEL PLATA Nº 13,Buenos Aires,Nacional,1299,20,PICK-UP,1299,FORD,1299,RANGER2 DC 4X2 XLT 3.2L DSL,1299,Privado,Física,MAR DEL PLATA,BUENOS AIRES,Femenino,1299,ARGENTINA,1299,1299,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-26 00:00:00,2012-06-07 00:00:00,1237,LOMAS DE ZAMORA Nº 7,Buenos Aires,Nacional,1237,20,PICK-UP,1237,VOLKSWAGEN,1237,AMAROK 2.0L TDI 180 CV 258,1237,Privado,Física,VILLA FIORITO,BUENOS AIRES,No identificado,1237,ARGENTINA,1237,1237,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-17 00:00:00,2005-08-17 00:00:00,1257,MORENO Nº 3,Buenos Aires,Nacional,1257,20,PICK-UP,1257,FORD,1257,RANGER CS 4X2 XL PLUS 2.8L D,1257,Privado,Física,MORENO,BUENOS AIRES,Masculino,1257,ARGENTINA,1257,1257,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-06 00:00:00,2011-02-08 00:00:00,1264,ADROGUE Nº 5,Buenos Aires,Nacional,1264,20,PICK-UP,1264,VOLKSWAGEN,1264,AMAROK 2.0L TDI 4X4  1H0,1264,Privado,Física,LONGCHAMPS,BUENOS AIRES,Masculino,1264,ARGENTINA,1264,1264,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-18 00:00:00,2016-02-10 00:00:00,2020,CAPITAL FEDERAL Nº 020,Ciudad Autónoma de Bs.As.,Nacional,2020,20,PICK-UP,2020,FORD,2020,RANGER2 DC 4X2 XL SAFETY 2.2L DSL,2020,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,2020,ARGENTINA,2020,2020,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-18 00:00:00,2013-08-02 00:00:00,1289,QUILMES Nº 9,Buenos Aires,Nacional,1289,20,PICK-UP,1289,FORD,1289,RANGER2 DC 4X2 XL 2.5L N,1289,Privado,Física,EZPELETA,BUENOS AIRES,Masculino,1289,PARAGUAY,1289,1289,PRY
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-06 00:00:00,2018-12-17 00:00:00,1239,QUILMES Nº 8,Buenos Aires,Nacional,1239,20,PICK-UP,1239,VOLKSWAGEN,1239,AMAROK DC TDI 140 CV M 4X2 EU5,1239,Privado,Física,SAN FRANCISCO SOLANO,BUENOS AIRES,Masculino,1239,ARGENTINA,1239,1239,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-21 00:00:00,2020-10-30 00:00:00,1209,BERAZATEGUI Nº 3,Buenos Aires,Nacional,1209,20,PICK-UP,1209,VOLKSWAGEN,1209,AMAROK DC V6 BLACK STYLE 3.0L 258 CV TDI 4X4 AT,1209,Privado,Jurídica,BERAZATEGUI,BUENOS AIRES,No aplica,1209,No aplica,1209,1209,
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-13 00:00:00,2017-09-08 00:00:00,1311,LA MATANZA Nº 14,Buenos Aires,Nacional,1311,20,PICK-UP,1311,TOYOTA,1311,HILUX 4X4 D/C SR 2.8 TDI 6 M/T,1311,Privado,Física,CIUDAD EVITA,BUENOS AIRES,No identificado,1311,ARGENTINA,1311,1311,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-21 00:00:00,2006-09-04 00:00:00,1257,MORENO Nº 3,Buenos Aires,Nacional,1257,20,PICK-UP,1257,TOYOTA,1257,HILUX 4X4 CABINA DOBLE DX 2.5 TD,1257,Privado,Física,MORENO,BUENOS AIRES,Masculino,1257,PARAGUAY,1257,1257,PRY
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-25 00:00:00,2015-02-27 00:00:00,1244,LA MATANZA Nº 11,Buenos Aires,Nacional,1244,20,PICK-UP,1244,FORD,1244,RANGER2 DC 4X4 XLS 3.2L DSL,1244,Privado,Física,LOMAS DEL MIRADOR,BUENOS AIRES,Masculino,1244,ARGENTINA,1244,1244,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-18 00:00:00,2000-08-14 00:00:00,1237,LOMAS DE ZAMORA Nº 7,Buenos Aires,Nacional,1237,20,PICK-UP,1237,FORD,1237,RANGER XLT C/C 4X4 D,1237,Privado,Física,INGENIERO_BUDGE,BUENOS AIRES,No identificado,1237,ARGENTINA,1237,1237,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-05 00:00:00,2017-01-12 00:00:00,1210,ESTEBAN ECHEVERRIA Nº 3,Buenos Aires,Nacional,1210,20,PICK-UP,1210,TOYOTA,1210,HILUX 4X4 D/C SRX 2.8 TDI 6 A/T,1210,Privado,Física,9 DE ABRIL,BUENOS AIRES,Masculino,1210,ARGENTINA,1210,1210,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-13 00:00:00,2020-09-07 00:00:00,1239,QUILMES Nº 8,Buenos Aires,Nacional,1239,20,PICK-UP,1239,VOLKSWAGEN,1239,AMAROK DC V6 BLACK STYLE 3.0L 258 CV TDI 4X4 AT,1239,Privado,Jurídica,QUILMES,BUENOS AIRES,No aplica,1239,No aplica,1239,1239,
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-07 00:00:00,2013-03-07 00:00:00,1244,LA MATANZA Nº 11,Buenos Aires,Nacional,1244,20,PICK-UP,1244,TOYOTA,1244,HILUX 4X2 CABINA DOBLE DX PACK 2.5 TDI,1244,Privado,Física,RAMOS MEJIA,BUENOS AIRES,Femenino,1244,ARGENTINA,1244,1244,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-13 00:00:00,2010-08-25 00:00:00,1237,LOMAS DE ZAMORA Nº 7,Buenos Aires,Nacional,1237,20,PICK-UP,1237,TOYOTA,1237,HILUX 4X4 CABINA DOBLE SRV 3.0 TDI,1237,Privado,Física,ING.BUDGE,BUENOS AIRES,Masculino,1237,PERU,1237,1237,
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-24 00:00:00,2021-02-10 00:00:00,1239,QUILMES Nº 8,Buenos Aires,Nacional,1239,20,PICK-UP,1239,TOYOTA,1239,HILUX 4X4 DC SR 2.8 TDI 6 MT,1239,Privado,Física,QUILMES,BUENOS AIRES,Masculino,1239,ARGENTINA,1239,1239,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-24 00:00:00,2018-01-26 00:00:00,1231,TRES DE FEBRERO Nº 5,Buenos Aires,Nacional,1231,20,PICK-UP,1231,VOLKSWAGEN,1231,AMAROK DC 2.0L TDI 140 CV 646,1231,Privado,Física,PABLO PODESTÁ,BUENOS AIRES,Masculino,1231,ARGENTINA,1231,1231,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-28 00:00:00,2013-03-15 00:00:00,1289,QUILMES Nº 9,Buenos Aires,Nacional,1289,20,PICK-UP,1289,TOYOTA,1289,HILUX 4X4 CABINA DOBLE SRV 3.0 TDI C/CUE,1289,Privado,Física,QUILMES,BUENOS AIRES,Masculino,1289,ARGENTINA,1289,1289,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-10 00:00:00,1994-10-13 00:00:00,1241,MAR DEL PLATA Nº 10,Buenos Aires,Nacional,1241,20,PICK-UP,1241,FORD,1241,F-100 NAFTA  SUPER CAB,1241,Privado,Física,MAR DEL PLATA,BUENOS AIRES,Masculino,1241,ARGENTINA,1241,1241,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-31 00:00:00,1998-02-05 00:00:00,1257,MORENO Nº 3,Buenos Aires,Nacional,1257,20,PICK-UP,1257,PEUGEOT,1257,PUP 504 GRD,1257,Privado,Física,MORENO,BUENOS AIRES,Masculino,1257,ARGENTINA,1257,1257,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-27 00:00:00,2016-01-07 00:00:00,1240,JOSE C. PAZ Nº 1,Buenos Aires,Nacional,1240,20,PICK-UP,1240,TOYOTA,1240,HILUX 4X2 D/C SRV PACK 2.8 TDI 6 M/T,1240,Privado,Física,JOSÉ C. PAZ,BUENOS AIRES,No identificado,1240,ARGENTINA,1240,1240,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-25 00:00:00,2006-08-25 00:00:00,1250,ITUZAINGÓ Nº 2 (EX. MORÓN Nº 11),Buenos Aires,Nacional,1250,20,PICK-UP,1250,TOYOTA,1250,HILUX 4X4 CABINA DOBLE DX 2.5 TD,1250,Privado,Física,ITUZAINGÓ,BUENOS AIRES,Femenino,1250,ARGENTINA,1250,1250,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-04 00:00:00,2013-04-12 00:00:00,1262,PERGAMINO Nº 3,Buenos Aires,Nacional,1262,20,PICK-UP,1262,FORD,1262,RANGER2 DC 4X2 XL SAFETY 2.2L D,1262,Privado,Física,PERGAMINO,BUENOS AIRES,Masculino,1262,ARGENTINA,1262,1262,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-26 00:00:00,2015-07-28 00:00:00,2009,CAPITAL FEDERAL Nº 009,Ciudad Autónoma de Bs.As.,Nacional,2009,20,PICK-UP,2009,TOYOTA,2009,HILUX 4X4 C/D SRV 3.0 TDI 5AT CUERO - A4,2009,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,2009,No aplica,2009,2009,
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-11 00:00:00,2017-05-12 00:00:00,1240,JOSE C. PAZ Nº 1,Buenos Aires,Nacional,1240,20,PICK-UP,1240,TOYOTA,1240,HILUX 4X2 D/C DX 2.4 TDI 6 M/T,1240,Privado,Física,JOSE C PAZ,BUENOS AIRES,Masculino,1240,ARGENTINA,1240,1240,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-07 00:00:00,2017-02-01 00:00:00,1232,HURLINGHAM Nº 2 (EX. MORON Nº 10),Buenos Aires,Nacional,1232,20,PICK-UP,1232,TOYOTA,1232,HILUX 4X4 D/C SRX 2.8 TDI 6 M/T,1232,Privado,Física,HURLINGHAM,BUENOS AIRES,Masculino,1232,ARGENTINA,1232,1232,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-19 00:00:00,2012-07-13 00:00:00,2031,CAPITAL FEDERAL Nº 031,Ciudad Autónoma de Bs.As.,Nacional,2031,20,PICK-UP,2031,VOLKSWAGEN,2031,AMAROK 2.0L TDI 180CV 4999,2031,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,2031,ARGENTINA,2031,2031,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-27 00:00:00,2020-10-22 00:00:00,1258,AVELLANEDA Nº 7,Buenos Aires,Nacional,1258,20,PICK-UP,1258,NISSAN,1258,FRONTIER CD XE 2.3 D 4X4 MT,1258,Privado,Física,AVELLANEDA,BUENOS AIRES,Masculino,1258,ARGENTINA,1258,1258,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-31 00:00:00,2016-02-16 00:00:00,1269,LA MATANZA Nº 12,Buenos Aires,Nacional,1269,20,PICK-UP,1269,TOYOTA,1269,HILUX 4X4 D/C SRX 2.8 TDI 6 A/T,1269,Privado,Física,VILLA EDUARDO MADERO,BUENOS AIRES,Femenino,1269,ARGENTINA,1269,1269,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-10 00:00:00,2012-12-19 00:00:00,2011,CAPITAL FEDERAL Nº 011,Ciudad Autónoma de Bs.As.,Nacional,2011,20,PICK-UP,2011,FORD,2011,RANGER2 DC 4X4 LTD AT 3.2L D,2011,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,2011,No aplica,2011,2011,
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-19 00:00:00,2016-01-27 00:00:00,1227,LA MATANZA Nº 10,Buenos Aires,Nacional,1227,20,PICK-UP,1227,FORD,1227,RANGER2 DC 4X2 XLT 3.2L DSL,1227,Privado,Física,GREGORIO DE LAFERRERE,BUENOS AIRES,Masculino,1227,BOLIVIA,1227,1227,BOL
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-04 00:00:00,2020-08-27 00:00:00,1216,QUILMES Nº 7,Buenos Aires,Nacional,1216,20,PICK-UP,1216,TOYOTA,1216,HILUX 4X4 D/C SRV 2.8 TDI 6 A/T,1216,Privado,Física,QUILMES,BUENOS AIRES,No identificado,1216,ARGENTINA,1216,1216,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-10 00:00:00,2013-11-26 00:00:00,1307,LANUS Nº 10,Buenos Aires,Nacional,1307,20,PICK-UP,1307,FORD,1307,RANGER2 DC 4X2 XL 2.5L N,1307,Privado,Física,REMEDIOS DE ESCALADA,BUENOS AIRES,No identificado,1307,ARGENTINA,1307,1307,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-03 00:00:00,2017-10-04 00:00:00,1307,LANUS Nº 10,Buenos Aires,Nacional,1307,20,PICK-UP,1307,VOLKSWAGEN,1307,AMAROK DC 2.0L TDI 140 CV 646,1307,Privado,Jurídica,REMEDIOS DE ESCALADA,BUENOS AIRES,No aplica,1307,No aplica,1307,1307,
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-25 00:00:00,1998-01-27 00:00:00,1241,MAR DEL PLATA Nº 10,Buenos Aires,Nacional,1241,20,PICK-UP,1241,FORD,1241,RANGER XLT 2.3 L 55D,1241,Privado,Física,MAR DEL PLATA,BUENOS AIRES,Femenino,1241,ARGENTINA,1241,1241,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-03 00:00:00,2018-01-23 00:00:00,1308,MERLO Nº 4,Buenos Aires,Nacional,1308,20,PICK-UP,1308,TOYOTA,1308,HILUX 4X4 D/C SRX 2.8 TDI 6 A/T,1308,Privado,Física,LIBERTAD,BUENOS AIRES,Masculino,1308,ARGENTINA,1308,1308,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-31 00:00:00,1989-11-29 00:00:00,1258,AVELLANEDA Nº 7,Buenos Aires,Nacional,1258,20,PICK-UP,1258,FORD,1258,F-100,1258,Privado,Física,VILLA DOMINICO,BUENOS AIRES,Masculino,1258,ARGENTINA,1258,1258,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-04 00:00:00,2001-03-02 00:00:00,1230,ESCOBAR Nº 2,Buenos Aires,Nacional,1230,20,PICK-UP,1230,TOYOTA,1230,HILUX 4X4 CABINA DOBLE SR5,1230,Privado,Física,MAQUINISTA F. SAVIO,BUENOS AIRES,No identificado,1230,ARGENTINA,1230,1230,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-05 00:00:00,1992-12-04 00:00:00,1258,AVELLANEDA Nº 7,Buenos Aires,Nacional,1258,20,PICK-UP,1258,FORD,1258,F-100 NAFTA,1258,Privado,Física,SARANDI,BUENOS AIRES,Femenino,1258,ARGENTINA,1258,1258,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-11 00:00:00,1996-04-02 00:00:00,2030,CAPITAL FEDERAL Nº 030,Ciudad Autónoma de Bs.As.,Nacional,2030,20,PICK-UP,2030,PEUGEOT,2030,PUP 504 GD,2030,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,2030,No aplica,2030,2030,
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-04 00:00:00,2007-01-04 00:00:00,1308,MERLO Nº 4,Buenos Aires,Nacional,1308,20,PICK-UP,1308,TOYOTA,1308,HILUX 4X4 CABINA DOBLE SRV 3.0 TDI,1308,Privado,Física,LIBERTAD,BUENOS AIRES,No identificado,1308,ARGENTINA,1308,1308,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-03 00:00:00,2017-01-06 00:00:00,1214,ITUZAINGO Nº 1 (EX. MORON Nº 8),Buenos Aires,Nacional,1214,20,PICK-UP,1214,TOYOTA,1214,HILUX 4X4 D/C SRX 2.8 TDI 6 A/T,1214,Privado,Física,ITUZAINGO,BUENOS AIRES,Masculino,1214,ARGENTINA,1214,1214,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-12 00:00:00,2016-09-26 00:00:00,1305,HURLINGHAM Nº 3,Buenos Aires,Nacional,1305,20,PICK-UP,1305,VOLKSWAGEN,1305,AMAROK 2.0L TDI 180 CV 4X4 809,1305,Privado,Física,VILLA TESEI,BUENOS AIRES,Masculino,1305,ARGENTINA,1305,1305,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-14 00:00:00,2006-10-06 00:00:00,4075,CORDOBA Nº 22,Córdoba,Importado,4075,,SEDAN 4 PUERTAS,4075,VOLKSWAGEN,4075,BORA TDI,4075,Privado,Física,CORDOBA,CORDOBA,Femenino,4075,ARGENTINA,4075,4075,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-04 00:00:00,2000-07-28 00:00:00,1163,MAR DEL PLATA Nº 05,Buenos Aires,Nacional,1163,19,SEDAN,1163,CHEVROLET,1163,CORSA WIND 1.6 M.P.F.I.5P,1163,Privado,Física,MAR DEL PLATA,BUENOS AIRES,Femenino,1163,ARGENTINA,1163,1163,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-11 00:00:00,1990-10-19 00:00:00,1259,SAN MARTIN Nº 8,Buenos Aires,Nacional,1259,19,SEDAN 5 PUERTAS,1259,FORD,1259,ESCORT GHIA,1259,Privado,Física,VILLA BALLESTER,BUENOS AIRES,Masculino,1259,ARGENTINA,1259,1259,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-26 00:00:00,2000-11-02 00:00:00,1122,LOMAS DE ZAMORA Nº 2,Buenos Aires,Nacional,1122,18,SEDAN 3 PTAS,1122,VOLKSWAGEN,1122,GOL 1.9 SD,1122,Privado,Física,BANFIELD,BUENOS AIRES,Femenino,1122,ARGENTINA,1122,1122,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-07 00:00:00,2001-04-24 00:00:00,1046,LA PLATA Nº 04,Buenos Aires,Nacional,1046,18,SEDAN 3 PTAS,1046,FORD,1046,ESCORT LX 1.8 3P N,1046,Privado,Física,MELCHOR ROMERO - LA PLATA,BUENOS AIRES,No identificado,1046,ARGENTINA,1046,1046,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-24 00:00:00,2008-04-08 00:00:00,1045,LA PLATA Nº 03,Buenos Aires,Nacional,1045,18,SEDAN 3 PTAS,1045,RENAULT,1045,CLIO 3 PTAS PACK,1045,Privado,Física,LOS HORNOS-LA PLATA,BUENOS AIRES,Masculino,1045,ARGENTINA,1045,1045,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-04 00:00:00,1997-08-22 00:00:00,2035,CAPITAL FEDERAL Nº 035,Ciudad Autónoma de Bs.As.,Nacional,2035,18,BERLINA 3 PUERTAS,2035,RENAULT,2035,CLIO RN 3 PUERTAS PACK,2035,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,2035,ARGENTINA,2035,2035,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-05 00:00:00,2003-04-16 00:00:00,1029,ESTEBAN ECHEVERRIA Nº 1,Buenos Aires,Nacional,1029,18,SEDAN 3 PTAS,1029,CHEVROLET,1029,CORSA 3 P CITY 1.6N,1029,Privado,Física,MONTE GRANDE,BUENOS AIRES,Femenino,1029,ARGENTINA,1029,1029,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-10 00:00:00,2003-11-12 00:00:00,1045,LA PLATA Nº 03,Buenos Aires,Nacional,1045,18,SEDAN 3 PTAS,1045,CHEVROLET,1045,CORSA CLASSIC 3P BASE 1.6N,1045,Privado,Física,LA PLATA,BUENOS AIRES,Masculino,1045,ARGENTINA,1045,1045,ARG
